"id_persona","nome","cognome","citta_orig","nazione_orig","latitudine_orig","longitudine_orig","toponimo_nome","latitudine","longitudine","time","time_uscita","anno_ingresso","mese_ingresso","giorno_ingresso","anno_uscita","mese_uscita","giorno_uscita","Status","luogonascita","luogomorte","anno_nascita","mese_nascita","giorno_nascita","anno_morte","mese_morte","giorno_morte"
2745,"Raffaele","Pieragostini","Parigi","Francia",48.86536408,2.32105494,NULL,41.9028,12.4964,"1942-01-15","1942-12-15",1942,"01",15,1942,12,15,"espatrio","Sampierdarena","Bornasco",1899,5,3,1945,4,24
1363,"Fabio","Ricci","Torino","Italia",45.0677551,7.6824892,NULL,48.8566,2.3522,"1937-01-15","1937-12-15",1937,"01",15,1937,12,15,"espatrio","Fontanelice","Cesena",1909,4,23,1979,10,4
1363,"Fabio","Ricci",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1938-01-02","1939-02-07",1938,"01","02",1939,"02","07","espatrio","Fontanelice","Cesena",1909,4,23,1979,10,4
1363,"Fabio","Ricci",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-05","1939-12-15",1939,"02","05",1939,12,15,"espatrio","Fontanelice","Cesena",1909,4,23,1979,10,4
2687,"Adolfo","Saponi","Coriano","Italia",43.96907,12.60055,NULL,46.2044,6.1432,"1931-01-15","1931-12-15",1931,"01",15,1931,12,15,"espatrio","Coriano",NULL,1907,8,4,1989,1,21
2687,"Adolfo","Saponi",NULL,"Svizzera",52.5200,13.4050,NULL,52.5200,13.4050,"1931-01-15","1936-01-15",1931,"01",15,1936,"01",15,"espatrio","Coriano",NULL,1907,8,4,1989,1,21
2687,"Adolfo","Saponi",NULL,"Germania",48.8566,2.3522,NULL,48.8566,2.3522,"1936-01-15","1936-10-15",1936,"01",15,1936,10,15,"espatrio","Coriano",NULL,1907,8,4,1989,1,21
2687,"Adolfo","Saponi",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1936-10-15","1937-09-15",1936,10,15,1937,"09",15,"espatrio","Coriano",NULL,1907,8,4,1989,1,21
2687,"Adolfo","Saponi",NULL,"Spagna",48.8566,2.3522,"Parigi",48.86536408,2.32105494,"1937-09-15","1945-05-15",1937,"09",15,1945,"05",15,"espatrio","Coriano",NULL,1907,8,4,1989,1,21
2687,"Adolfo","Saponi","Parigi","Francia",48.86536408,2.32105494,NULL,41.9028,12.4964,"1945-05-15","1945-12-15",1945,"05",15,1945,12,15,"espatrio","Coriano",NULL,1907,8,4,1989,1,21
3076,"Gaetano","Trigari",NULL,"Italia",48.8566,2.3522,NULL,48.8566,2.3522,"1921-01-15","1921-12-15",1921,"01",15,1921,12,15,"espatrio","Granarolo dell\\'Emilia","Bologna",1895,10,10,1957,10,6
3076,"Gaetano","Trigari",NULL,"Svizzera",40.4168,-3.7038,NULL,40.4168,-3.7038,"1936-08-19","1938-10-15",1936,"08",19,1938,10,15,"espatrio","Granarolo dell\\'Emilia","Bologna",1895,10,10,1957,10,6
1180,"Costanzo","Cecchin",NULL,"Italia",50.8503,4.3517,NULL,50.8503,4.3517,"1924-01-15","1926-12-15",1924,"01",15,1926,12,15,"espatrio","Bergamo","Cadibona",1906,5,5,1944,8,18
1180,"Costanzo","Cecchin",NULL,"Belgio",48.8566,2.3522,NULL,48.8566,2.3522,"1926-01-15","1933-12-15",1926,"01",15,1933,12,15,"espatrio","Bergamo","Cadibona",1906,5,5,1944,8,18
1180,"Costanzo","Cecchin",NULL,"Francia",46.2044,6.1432,"Zurigo",45.45884,9.18793,"1933-01-15","1934-02-15",1933,"01",15,1934,"02",15,"espatrio","Bergamo","Cadibona",1906,5,5,1944,8,18
1180,"Costanzo","Cecchin","Marsiglia","Francia",43.2961743,5.3699525,NULL,40.4168,-3.7038,"1936-10-15","1939-02-15",1936,10,15,1939,"02",15,"espatrio","Bergamo","Cadibona",1906,5,5,1944,8,18
894,"Giuseppe Vittorio","Guglielmo","Sanremo","Italia",43.818409,7.778420,NULL,48.8566,2.3522,"1932-01-15","1932-12-15",1932,"01",15,1932,12,15,"espatrio","Sanremo",NULL,1916,2,2,2002," - "," - "
894,"Giuseppe Vittorio","Guglielmo",NULL,"Italia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1937-02-15","1939-02-15",1937,"02",15,1939,"02",15,"espatrio","Sanremo",NULL,1916,2,2,2002," - "," - "
894,"Giuseppe Vittorio","Guglielmo",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-15","1940-07-15",1939,"02",15,1940,"07",15,"espatrio","Sanremo",NULL,1916,2,2,2002," - "," - "
894,"Giuseppe Vittorio","Guglielmo",NULL,"Francia",41.9028,12.4964,"Torino",45.0677551,7.6824892,"1940-07-25","1941-12-15",1940,"07",25,1941,12,15,"espatrio","Sanremo",NULL,1916,2,2,2002," - "," - "
894,"Giuseppe Vittorio","Guglielmo",NULL,NULL,NULL,NULL,"Creta (isola di -)",35.33979180,25.13431013,"1942-01-15","1942-12-15",1942,"01",15,1942,12,15,"espatrio","Sanremo",NULL,1916,2,2,2002," - "," - "
894,"Giuseppe Vittorio","Guglielmo","Creta (isola di -)","Grecia",35.33979180,25.13431013,NULL,41.9028,12.4964,"1942-01-15","1942-12-15",1942,"01",15,1942,12,15,"espatrio","Sanremo",NULL,1916,2,2,2002," - "," - "
1092,"Teresio","Caron","Gattinara","Italia",45.6142424,8.371138,NULL,48.8566,2.3522,"1920-01-15","1936-12-15",1920,"01",15,1936,12,15,"espatrio","Gattinara","Biella",1896,7,27,1969,2,18
1092,"Teresio","Caron",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1936-07-19","1939-01-15",1936,"07",19,1939,"01",15,"espatrio","Gattinara","Biella",1896,7,27,1969,2,18
1092,"Teresio","Caron",NULL,"Francia",41.9028,12.4964,"Vercelli",45.3251557,8.4227666,"1941-01-15","1941-12-15",1941,"01",15,1941,12,15,"espatrio","Gattinara","Biella",1896,7,27,1969,2,18
94,"Antonio","Antoni","Bagni di Lucca","Italia",44.0099818,10.590633,NULL,38.7223,9.1393,"1933-12-15","1935-03-15",1933,12,15,1935,"03",15,"espatrio","Bagni di Lucca","Bagni di Lucca",1917,12,26,1973,12,28
94,"Antonio","Antoni","Lisbona","Portogallo",38.71570712,-9.14159060,"Madrid",40.4167047,-3.7035825,"1935-03-15","1938-10-15",1935,"03",15,1938,10,15,"espatrio","Bagni di Lucca","Bagni di Lucca",1917,12,26,1973,12,28
94,"Antonio","Antoni",NULL,"Spagna",41.9028,12.4964,"Napoli",40.8359336,14.2487826,"1938-10-15","1938-12-15",1938,10,15,1938,12,15,"espatrio","Bagni di Lucca","Bagni di Lucca",1917,12,26,1973,12,28
1196,"Giovanni","Cerbai",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1936-10-19","1939-02-15",1936,10,19,1939,"02",15,"espatrio","Camugnano","Bologna",1912,9,10,1945,2,10
2666,"Luigi","Peruzzi","Imperia","Italia",43.8862958,8.0267106,"Parigi",48.86536408,2.32105494,"1930-01-15","1938-03-15",1930,"01",15,1938,"03",15,"espatrio","Pontedecimo","Imperia",1907,7,12,1946,1,31
2666,"Luigi","Peruzzi","Parigi","Francia",48.86536408,2.32105494,NULL,40.4168,-3.7038,"1938-03-15","1939-02-15",1938,"03",15,1939,"02",15,"espatrio","Pontedecimo","Imperia",1907,7,12,1946,1,31
2666,"Luigi","Peruzzi",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-05","1942-02-21",1939,"02","05",1942,"02",21,"espatrio","Pontedecimo","Imperia",1907,7,12,1946,1,31
1093,"Mario Alfonso","Carpanelli","Ferrara","Italia",44.8372737,11.6186451,NULL,46.2044,6.1432,"1937-01-15","1937-12-15",1937,"01",15,1937,12,15,"espatrio","Ferrara","Ferrara",1903,1,14,1981,5,8
1093,"Mario Alfonso","Carpanelli",NULL,"Svizzera",48.8566,2.3522,NULL,48.8566,2.3522,"1937-01-15","1937-12-15",1937,"01",15,1937,12,15,"espatrio","Ferrara","Ferrara",1903,1,14,1981,5,8
1093,"Mario Alfonso","Carpanelli",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1937-08-15","1939-12-15",1937,"08",15,1939,12,15,"espatrio","Ferrara","Ferrara",1903,1,14,1981,5,8
1093,"Mario Alfonso","Carpanelli",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-05","1941-12-15",1939,"02","05",1941,12,15,"espatrio","Ferrara","Ferrara",1903,1,14,1981,5,8
1093,"Mario Alfonso","Carpanelli",NULL,"Francia",41.9028,12.4964,NULL,41.9028,12.4964,"1941-01-15","1941-12-15",1941,"01",15,1941,12,15,"espatrio","Ferrara","Ferrara",1903,1,14,1981,5,8
3164,"Andrea","Scano","Santa Teresa di Gallura","Italia",41.23859,9.18873,NULL,42.0396,9.0129,"1934-09-07","1935-08-25",1934,"09","07",1935,"08",25,"espatrio","Santa Teresa di Gallura","Novara",1911,9,7,1980,9,30
3164,"Andrea","Scano",NULL,"Francia",41.9028,12.4964,"Santa Teresa di Gallura",41.23859,9.18873,"1935-08-25","1937-05-15",1935,"08",25,1937,"05",15,"espatrio","Santa Teresa di Gallura","Novara",1911,9,7,1980,9,30
3164,"Andrea","Scano","Santa Teresa di Gallura","Italia",41.23859,9.18873,"Ajaccio",41.91931542,8.73905003,"1937-05-15","1937-07-15",1937,"05",15,1937,"07",15,"espatrio","Santa Teresa di Gallura","Novara",1911,9,7,1980,9,30
3164,"Andrea","Scano","Ajaccio","Francia",41.91931542,8.73905003,NULL,40.4168,-3.7038,"1937-07-15","1939-02-15",1937,"07",15,1939,"02",15,"espatrio","Santa Teresa di Gallura","Novara",1911,9,7,1980,9,30
3164,"Andrea","Scano","Barcellona","Spagna",41.3828939,2.1774322,NULL,48.8566,2.3522,"1939-02-05","1941-04-10",1939,"02","05",1941,"04",10,"espatrio","Santa Teresa di Gallura","Novara",1911,9,7,1980,9,30
3164,"Andrea","Scano","Goli otok","Jugoslavia (Croazia)",44.83994070,14.80545044,NULL,55.7558,37.6173,"1956-01-15","1970-12-15",1956,"01",15,1970,12,15,"espatrio","Santa Teresa di Gallura","Novara",1911,9,7,1980,9,30
3164,"Andrea","Scano",NULL,"Unione Sovietica",41.9028,12.4964,"Novi Ligure",44.76030649,8.78637493,"1970-01-15","1970-12-15",1970,"01",15,1970,12,15,"espatrio","Santa Teresa di Gallura","Novara",1911,9,7,1980,9,30
3105,"Giovanni Giacomo","Veronelli","Genova","Italia",44.40726,8.9338624,"Chambéry",45.56643746,5.92068136,"1927-01-15","1937-12-15",1927,"01",15,1937,12,15,"espatrio","Sesto Fiorentino","Genova",1886,2,28,1944,1,14
3105,"Giovanni Giacomo","Veronelli","Chambéry","Francia",45.56643746,5.92068136,NULL,40.4168,-3.7038,"1937-12-15","1939-02-07",1937,12,15,1939,"02","07","espatrio","Sesto Fiorentino","Genova",1886,2,28,1944,1,14
3105,"Giovanni Giacomo","Veronelli",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-07","1943-06-15",1939,"02","07",1943,"06",15,"espatrio","Sesto Fiorentino","Genova",1886,2,28,1944,1,14
3105,"Giovanni Giacomo","Veronelli","Argelés-sur-mer","Francia",42.5471485,3.0228281,"Genova",44.40726,8.9338624,"1943-06-15","1943-12-15",1943,"06",15,1943,12,15,"espatrio","Sesto Fiorentino","Genova",1886,2,28,1944,1,14
1000,"Giovanni Battista","Canepa","Chiavari","Italia",44.3164494,9.3233382,NULL,40.7308619,-73.9871558,"1919-01-15","1924-12-15",1919,"01",15,1924,12,15,"espatrio","Chiavari","Milazzo",1896,7,18,1994,2,13
1000,"Giovanni Battista","Canepa",NULL,"Stati Uniti d\\'America (USA)",41.9028,12.4964,"Genova",44.40726,8.9338624,"1924-01-15","1936-12-15",1924,"01",15,1936,12,15,"espatrio","Chiavari","Milazzo",1896,7,18,1994,2,13
1000,"Giovanni Battista","Canepa","Genova","Italia",44.40726,8.9338624,NULL,40.4168,-3.7038,"1936-12-19","1937-09-12",1936,12,19,1937,"09",12,"espatrio","Chiavari","Milazzo",1896,7,18,1994,2,13
1000,"Giovanni Battista","Canepa","Madrid","Spagna",40.4167047,-3.7035825,"Parigi",48.86536408,2.32105494,"1937-09-12","1943-09-15",1937,"09",12,1943,"09",15,"espatrio","Chiavari","Milazzo",1896,7,18,1994,2,13
1864,"Domenico","Rolla",NULL,"Italia",48.8566,2.3522,NULL,48.8566,2.3522,"1935-01-15","1936-08-15",1935,"01",15,1936,"08",15,"espatrio","Arcola","Roma",1908,1,19,1954,6,8
1864,"Domenico","Rolla",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1936-08-19","1939-02-15",1936,"08",19,1939,"02",15,"espatrio","Arcola","Roma",1908,1,19,1954,6,8
1864,"Domenico","Rolla",NULL,"Francia",8.9806,38.7578,"Goggiam, regione del -",11.00000000,37.00000000,"1939-02-05","1940-12-15",1939,"02","05",1940,12,15,"espatrio","Arcola","Roma",1908,1,19,1954,6,8
1864,"Domenico","Rolla","Goggiam, regione del -","Etiopia",11.00000000,37.00000000,"Parigi",48.86536408,2.32105494,"1940-01-15","1943-05-15",1940,"01",15,1943,"05",15,"espatrio","Arcola","Roma",1908,1,19,1954,6,8
1864,"Domenico","Rolla","Vernet","Francia",43.437160,1.429510,"La Spezia",44.107033,9.8282255,"1943-05-15","1943-12-15",1943,"05",15,1943,12,15,"espatrio","Arcola","Roma",1908,1,19,1954,6,8
3227,"Arturo Silvano","Scotto","Livorno","Italia",43.5507411,10.3091456,"Bastia",42.70222075,9.45193827,"1934-09-15","1935-12-15",1934,"09",15,1935,12,15,"espatrio","Livorno","Livorno",1902,7,2,1960,7,23
3227,"Arturo Silvano","Scotto",NULL,"Francia",55.7558,37.6173,NULL,55.7558,37.6173,"1935-01-15","1936-11-15",1935,"01",15,1936,11,15,"espatrio","Livorno","Livorno",1902,7,2,1960,7,23
3227,"Arturo Silvano","Scotto",NULL,"Unione Sovietica",48.8566,2.3522,NULL,48.8566,2.3522,"1936-11-19","1937-09-15",1936,11,19,1937,"09",15,"espatrio","Livorno","Livorno",1902,7,2,1960,7,23
3227,"Arturo Silvano","Scotto",NULL,"Francia",40.4168,-3.7038,"Albacete",38.994349,-1.8585424,"1937-09-15","1938-11-18",1937,"09",15,1938,11,18,"espatrio","Livorno","Livorno",1902,7,2,1960,7,23
3227,"Arturo Silvano","Scotto","Cadice","Spagna",36.52942427,-6.29305780,"Napoli",40.8359336,14.2487826,"1938-11-18","1938-12-15",1938,11,18,1938,12,15,"espatrio","Livorno","Livorno",1902,7,2,1960,7,23
2807,"Anton","Ukmar",NULL,"Jugoslavia (Slovenia)",48.8566,2.3522,"Parigi",48.86536408,2.32105494,"1930-01-15","1932-12-15",1930,"01",15,1932,12,15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar","Parigi","Francia",48.86536408,2.32105494,NULL,41.9028,12.4964,"1932-01-15","1932-12-15",1932,"01",15,1932,12,15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar",NULL,"Italia",48.8566,2.3522,"Parigi",48.86536408,2.32105494,"1932-01-15","1933-12-15",1932,"01",15,1933,12,15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar","Parigi","Francia",48.86536408,2.32105494,"Mosca",55.763008,37.622995,"1933-01-15","1936-10-15",1933,"01",15,1936,10,15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar","Mosca","Unione Sovietica",55.763008,37.622995,NULL,40.4168,-3.7038,"1936-10-19","1939-02-15",1936,10,19,1939,"02",15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar","Barcellona","Spagna",41.3828939,2.1774322,NULL,48.8566,2.3522,"1939-02-05","1939-12-15",1939,"02","05",1939,12,15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar","Parigi","Francia",48.86536408,2.32105494,"Goggiam, regione del -",11.00000000,37.00000000,"1939-02-05","1940-12-15",1939,"02","05",1940,12,15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar","Goggiam, regione del -","Etiopia",11.00000000,37.00000000,NULL,48.8566,2.3522,"1940-01-15","1943-09-15",1940,"01",15,1943,"09",15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar",NULL,"Francia",41.9028,12.4964,"Genova",44.40726,8.9338624,"1943-09-15","1945-12-15",1943,"09",15,1945,12,15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar","Genova","Italia",44.40726,8.9338624,"Trieste",45.6500335,13.7706559,"1945-05-15","1947-12-15",1945,"05",15,1947,12,15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar","Trieste","TLT (Territorio libero di Trieste) Zona A",45.6500335,13.7706559,"Capodistria",45.5479551,13.7304909,"1947-01-15","1948-06-15",1947,"01",15,1948,"06",15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar","Capodistria","TLT (Territorio libero di Trieste) Zona B",45.5479551,13.7304909,"Trieste",45.6500335,13.7706559,"1948-06-15","1954-12-15",1948,"06",15,1954,12,15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
2807,"Anton","Ukmar","Trieste","Italia",45.6500335,13.7706559,"Capodistria",45.5479551,13.7304909,"1954-01-15","1954-12-15",1954,"01",15,1954,12,15,"espatrio","Prosecco","Capodistria",1900,12,6,1978,12,21
3305,"Alessandro","Sinigaglia",NULL,"Svizzera",55.7558,37.6173,"Mosca",55.763008,37.622995,"1928-01-15","1935-06-15",1928,"01",15,1935,"06",15,"espatrio","Fiesole","Firenze",1902,1,2,1944,2,13
3305,"Alessandro","Sinigaglia","Mosca","Unione Sovietica",55.763008,37.622995,"Le Havre",49.49408225,0.10791600,"1935-06-15","1935-12-15",1935,"06",15,1935,12,15,"espatrio","Fiesole","Firenze",1902,1,2,1944,2,13
3305,"Alessandro","Sinigaglia","Saint-Louis","Francia",47.58598457,7.56106138,"Basilea",47.555948,7.587594,"1935-01-15","1936-01-15",1935,"01",15,1936,"01",15,"espatrio","Fiesole","Firenze",1902,1,2,1944,2,13
3305,"Alessandro","Sinigaglia","Bellinzona","Svizzera",46.1918617,9.0204562,NULL,48.8566,2.3522,"1936-01-19","1936-03-15",1936,"01",19,1936,"03",15,"espatrio","Fiesole","Firenze",1902,1,2,1944,2,13
3305,"Alessandro","Sinigaglia",NULL,"Francia",40.4168,-3.7038,"Barcellona",41.3828939,2.1774322,"1936-03-19","1939-02-09",1936,"03",19,1939,"02","09","espatrio","Fiesole","Firenze",1902,1,2,1944,2,13
3305,"Alessandro","Sinigaglia",NULL,"Spagna",48.8566,2.3522,"Saint-Cyprien",42.61740457,3.00484657,"1939-02-09","1941-04-09",1939,"02","09",1941,"04","09","espatrio","Fiesole","Firenze",1902,1,2,1944,2,13
3305,"Alessandro","Sinigaglia","Mentone","Francia",43.77567622,7.50282526,"Firenze",43.7698712,11.2555757,"1941-04-09","1941-12-15",1941,"04","09",1941,12,15,"espatrio","Fiesole","Firenze",1902,1,2,1944,2,13
3378,"Orlando","Storai",NULL,"Italia",48.8566,2.3522,"Bastia",42.70222075,9.45193827,"1930-01-01","1930-12-15",1930,"01","01",1930,12,15,"espatrio","Montepiano","Firenze",1912,9,12,1943,12,2
3378,"Orlando","Storai",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-05","1942-01-21",1939,"02","05",1942,"01",21,"espatrio","Montepiano","Firenze",1912,9,12,1943,12,2
3378,"Orlando","Storai",NULL,"Francia",41.9028,12.4964,NULL,41.9028,12.4964,"1942-01-21","1942-12-15",1942,"01",21,1942,12,15,"espatrio","Montepiano","Firenze",1912,9,12,1943,12,2
1120,"Adelchi","Castellani","Reana del Rojale","Italia",46.1457361,13.2351201,NULL,48.8566,2.3522,"1924-05-16","1932-12-22",1924,"05",16,1932,12,22,"espatrio","Reana del Rojale",NULL,1911,11,11," - "," - "," - "
1120,"Adelchi","Castellani","Udine","Italia",46.0634632,13.2358377,"Chalon-sur-Saône",46.78598944,4.85334456,"1933-07-23","1937-10-15",1933,"07",23,1937,10,15,"espatrio","Reana del Rojale",NULL,1911,11,11," - "," - "," - "
1120,"Adelchi","Castellani",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1937-10-15","1939-02-09",1937,10,15,1939,"02","09","espatrio","Reana del Rojale",NULL,1911,11,11," - "," - "," - "
1120,"Adelchi","Castellani",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-09","1941-09-23",1939,"02","09",1941,"09",23,"espatrio","Reana del Rojale",NULL,1911,11,11," - "," - "," - "
1120,"Adelchi","Castellani",NULL,"Francia",41.9028,12.4964,NULL,41.9028,12.4964,"1954-01-15","1954-12-15",1954,"01",15,1954,12,15,"espatrio","Reana del Rojale",NULL,1911,11,11," - "," - "," - "
1120,"Adelchi","Castellani",NULL,"Francia",41.9028,12.4964,NULL,41.9028,12.4964,"1941-09-23","1941-12-15",1941,"09",23,1941,12,15,"espatrio","Reana del Rojale",NULL,1911,11,11," - "," - "," - "
1120,"Adelchi","Castellani",NULL,"Francia",41.9028,12.4964,"Reana del Rojale",46.1457361,13.2351201,"1932-12-22","1933-07-23",1932,12,22,1933,"07",23,"espatrio","Reana del Rojale",NULL,1911,11,11," - "," - "," - "
95,"Angelo","Antonini",NULL,"Italia",45.8150,15.9819,NULL,45.8150,15.9819,"1934-03-15","1934-12-15",1934,"03",15,1934,12,15,"espatrio","Roma","Roma",1909,5,2,1981,2,12
95,"Angelo","Antonini","Brno","Repubblica Ceca (Cecoslovacchia)",49.19390807,16.60559893,"Parigi",48.86536408,2.32105494,"1936-06-15","1936-08-14",1936,"06",15,1936,"08",14,"espatrio","Roma","Roma",1909,5,2,1981,2,12
95,"Angelo","Antonini","Parigi","Francia",48.86536408,2.32105494,NULL,40.4168,-3.7038,"1936-08-15","1939-12-15",1936,"08",15,1939,12,15,"espatrio","Roma","Roma",1909,5,2,1981,2,12
95,"Angelo","Antonini",NULL,"Spagna",48.8566,2.3522,"Parigi",48.86536408,2.32105494,"1939-02-05","1942-09-29",1939,"02","05",1942,"09",29,"espatrio","Roma","Roma",1909,5,2,1981,2,12
95,"Angelo","Antonini",NULL,"Francia",41.9028,12.4964,"Passo del Brennero",47.00192200,11.50607600,"1942-09-29","1942-12-15",1942,"09",29,1942,12,15,"espatrio","Roma","Roma",1909,5,2,1981,2,12
2367,"Mario","Foschiani",NULL,"Italia",44.7866,20.4489,NULL,44.7866,20.4489,"1934-01-01","1934-01-15",1934,"01","01",1934,"01",15,"espatrio","Cussignacco","Udine",1912,10,19,1945,4,9
2367,"Mario","Foschiani",NULL,"Jugoslavia",48.2082,16.3738,NULL,48.2082,16.3738,"1934-01-15","1934-12-15",1934,"01",15,1934,12,15,"espatrio","Cussignacco","Udine",1912,10,19,1945,4,9
2367,"Mario","Foschiani",NULL,"Austria",46.2044,6.1432,"Zurigo",45.45884,9.18793,"1934-01-15","1934-05-15",1934,"01",15,1934,"05",15,"espatrio","Cussignacco","Udine",1912,10,19,1945,4,9
2367,"Mario","Foschiani","Zurigo","Svizzera",45.45884,9.18793,"Parigi",48.86536408,2.32105494,"1934-05-15","1934-07-15",1934,"05",15,1934,"07",15,"espatrio","Cussignacco","Udine",1912,10,19,1945,4,9
2367,"Mario","Foschiani","Parigi","Francia",48.86536408,2.32105494,"Mosca",55.763008,37.622995,"1934-07-15","1937-12-15",1934,"07",15,1937,12,15,"espatrio","Cussignacco","Udine",1912,10,19,1945,4,9
2367,"Mario","Foschiani",NULL,"Unione Sovietica",48.8566,2.3522,"Parigi",48.86536408,2.32105494,"1937-01-15","1938-05-15",1937,"01",15,1938,"05",15,"espatrio","Cussignacco","Udine",1912,10,19,1945,4,9
2367,"Mario","Foschiani","Parigi","Francia",48.86536408,2.32105494,NULL,40.4168,-3.7038,"1938-05-15","1939-02-07",1938,"05",15,1939,"02","07","espatrio","Cussignacco","Udine",1912,10,19,1945,4,9
2367,"Mario","Foschiani",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-07","1942-03-14",1939,"02","07",1942,"03",14,"espatrio","Cussignacco","Udine",1912,10,19,1945,4,9
2367,"Mario","Foschiani",NULL,"Francia",41.9028,12.4964,"Udine",46.0634632,13.2358377,"1942-03-14","1942-12-15",1942,"03",14,1942,12,15,"espatrio","Cussignacco","Udine",1912,10,19,1945,4,9
223,"Luigi","Balbo",NULL,"Italia",48.8566,2.3522,"Avignone",43.94928487,4.80600089,"1933-01-15","1933-12-15",1933,"01",15,1933,12,15,"espatrio","Garessio","Ivrea",1908,9,15,1993,2,21
223,"Luigi","Balbo",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1937-05-15","1939-02-15",1937,"05",15,1939,"02",15,"espatrio","Garessio","Ivrea",1908,9,15,1993,2,21
223,"Luigi","Balbo",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-15","1939-12-15",1939,"02",15,1939,12,15,"espatrio","Garessio","Ivrea",1908,9,15,1993,2,21
223,"Luigi","Balbo",NULL,"Francia",31.6295,7.9811,NULL,31.6295,7.9811,"1940-01-15","1940-12-15",1940,"01",15,1940,12,15,"espatrio","Garessio","Ivrea",1908,9,15,1993,2,21
223,"Luigi","Balbo","Mentone","Francia",43.77567622,7.50282526,NULL,41.9028,12.4964,"1942-10-22","1942-12-15",1942,10,22,1942,12,15,"espatrio","Garessio","Ivrea",1908,9,15,1993,2,21
232,"Giuseppe","Baldo",NULL,"Spagna",48.8566,2.3522,NULL,48.8566,2.3522,"1939-02-05","1942-03-29",1939,"02","05",1942,"03",29,"espatrio","Revine Lago",NULL,1896,5,6," - "," - "," - "
232,"Giuseppe","Baldo",NULL,"",40.4168,-3.7038,NULL,40.4168,-3.7038,"1937-03-25","1939-02-15",1937,"03",25,1939,"02",15,"espatrio","Revine Lago",NULL,1896,5,6," - "," - "," - "
232,"Giuseppe","Baldo",NULL,"Francia",41.9028,12.4964,NULL,41.9028,12.4964,"1942-03-29","1942-12-15",1942,"03",29,1942,12,15,"espatrio","Revine Lago",NULL,1896,5,6," - "," - "," - "
300,"Feltre","Bartocci","Camerino","Italia",43.1357641,13.0683092,"Esch-sur-Alzette",49.49628779,5.9846735,"1925-01-15","1926-07-15",1925,"01",15,1926,"07",15,"espatrio","Camerino","Camerino",1903,5,6,1979,9,3
300,"Feltre","Bartocci","Esch-sur-Alzette","Lussemburgo",49.49628779,5.9846735,"Villerupt",49.468468,5.9326783,"1926-07-15","1926-12-15",1926,"07",15,1926,12,15,"espatrio","Camerino","Camerino",1903,5,6,1979,9,3
300,"Feltre","Bartocci","Audun-le-Tiche","Francia",49.47274304,5.95737398,"Engis",50.58271547,5.40403426,"1930-01-15","1930-12-15",1930,"01",15,1930,12,15,"espatrio","Camerino","Camerino",1903,5,6,1979,9,3
300,"Feltre","Bartocci","Engis","Belgio",50.58271547,5.40403426,"Audun-le-Tiche",49.47274304,5.95737398,"1930-01-15","1936-10-15",1930,"01",15,1936,10,15,"espatrio","Camerino","Camerino",1903,5,6,1979,9,3
300,"Feltre","Bartocci",NULL,"Francia",40.4168,-3.7038,NULL,40.4168,-3.7038,"1936-10-19","1937-12-15",1936,10,19,1937,12,15,"espatrio","Camerino","Camerino",1903,5,6,1979,9,3
